,user_id,register_day,register_type,device_type
user_video_create_register_mean_time,92
user_video_create_register_max_time,74
user_video_create_register_min_time,73
user_action_type_num,66
user_video_create_gap,43
user_video_create_day,38
feature importance of lgb for tencent-crt ,2018-06-03_19-38
best score,0.7120468508243656,best params
boosting_type,gbdt
n_estimators,800
num_leaves,32
device_type_rate,1988
user_author_num,1894
user_activity_frequency,1791
user_activity_var,1741
user_activity_rate,1681
user_video_num,1635
user_app_launch_var,1415
user_app_launch_gap,1306
user_activity_gap,854
user_app_launch_rate,814
register_type_rate,799
user_app_launch_register_max_time,795
user_activity_day_rate,677
user_app_launch_register_mean_time,630
user_activity_register_max_time,602
user_page_num,531
user_activity_register_mean_time,519
device_type_register,490
user_video_create_var,487
user_activity_register_min_time,407
user_video_create_frequency,403
user_action_type_num,395
register_type_device,391
user_video_create_rate,376
user_video_create_register_mean_time,305
user_video_create_register_max_time,301
user_video_create_register_min_time,265
user_video_create_gap,187
user_video_create_day,161
feature importance of lgb for tencent-crt ,2018-06-03_19-58
best score,0.8122501247524448,best params
boosting_type,gbdt
n_estimators,400
num_leaves,4
user_app_launch_rate,179
user_app_launch_gap,161
user_activity_rate,114
device_type_rate,98
user_video_num,89
register_type_rate,76
user_author_num,64
user_app_launch_var,64
register_type_device,57
user_activity_day_rate,52
user_page_num,46
user_activity_var,41
device_type_register,31
user_app_launch_register_max_time,26
user_video_create_register_mean_time,23
user_activity_frequency,19
user_video_create_frequency,17
user_video_create_rate,12
user_activity_gap,10
user_video_create_register_max_time,6
user_app_launch_register_mean_time,5
user_video_create_register_min_time,4
user_video_create_var,3
user_action_type_num,2
user_activity_register_mean_time,1
user_video_create_gap,0
user_video_create_day,0
user_activity_register_min_time,0
user_activity_register_max_time,0
feature importance of lgb for tencent-crt ,2018-06-03_20-04
best score,0.8130577187833659,best params
boosting_type,gbdt
n_estimators,200
num_leaves,4
user_app_launch_rate,120
user_app_launch_gap,95
user_activity_rate,72
user_video_num,57
user_activity_day_rate,50
register_type_rate,43
user_author_num,31
device_type_rate,29
user_page_num,23
register_type_device,21
user_activity_var,20
user_app_launch_var,11
user_app_launch_register_max_time,11
user_activity_gap,8
user_activity_frequency,4
user_app_launch_register_mean_time,3
device_type_register,2
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_activity_register_min_time,0
user_activity_register_mean_time,0
user_activity_register_max_time,0
user_action_type_num,0
the best params for lightgbm: 
colsample_bytree,0.9932873119614697
learning_rate,0.01651159458136582
max_bin,268
max_depth,3
min_child_samples,75
min_child_weight,884.4166146261014
min_split_gain,0.42394931839696043
n_estimators,1560
num_leaves,61
reg_alpha,815.6013828116131
reg_lambda,0.029967572272151455
scale_pos_weight,0.9471430502241948
subsample,0.8067043427977145
the best score for lightgbm: ,0.8160387131723811,2018-06-03_20-18
feature importance of lgb for tencent-crt,2018-06-03_20-18
user_app_launch_gap,167
user_app_launch_rate,131
user_activity_rate,123
user_video_num,89
user_activity_var,82
user_page_num,74
user_author_num,56
user_activity_day_rate,25
user_activity_gap,15
user_app_launch_register_max_time,11
user_activity_register_max_time,9
user_activity_frequency,6
user_activity_register_mean_time,1
device_type_rate,1
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_app_launch_var,0
user_app_launch_register_mean_time,0
user_activity_register_min_time,0
user_action_type_num,0
register_type_rate,0
register_type_device,0
device_type_register,0
feature importance of lgb for tencent-crt ,2018-06-03_20-30
best score,0.7729372604506993,best params
boosting_type,gbdt
n_estimators,800
num_leaves,6
user_app_launch_rate,349
device_type_rate,329
user_activity_rate,264
user_video_num,257
user_author_num,248
user_app_launch_gap,243
user_activity_var,243
user_activity_frequency,228
register_type_rate,207
user_app_launch_var,206
user_activity_day_rate,165
user_app_launch_register_max_time,140
register_type_device,114
user_activity_gap,106
user_activity_register_max_time,100
device_type_register,99
user_activity_register_min_time,87
user_activity_register_mean_time,87
user_page_num,86
user_app_launch_register_mean_time,82
user_video_create_frequency,71
user_video_create_rate,67
user_video_create_var,66
user_video_create_register_max_time,37
user_video_create_register_min_time,36
user_action_type_num,35
user_video_create_register_mean_time,31
user_video_create_day,11
user_video_create_gap,6
feature importance of lgb for tencent-crt ,2018-06-03_20-59
best score,0.8160012803436585,best params
boosting_type,gbdt
n_estimators,400
num_leaves,4
user_app_launch_gap,168
user_app_launch_rate,133
user_activity_rate,127
user_video_num,91
user_activity_var,76
user_page_num,73
user_author_num,51
user_activity_day_rate,27
user_activity_gap,15
user_activity_register_max_time,10
user_activity_frequency,5
user_app_launch_register_max_time,3
device_type_rate,2
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_app_launch_var,0
user_app_launch_register_mean_time,0
user_activity_register_min_time,0
user_activity_register_mean_time,0
user_action_type_num,0
register_type_rate,0
register_type_device,0
device_type_register,0
the best params for lightgbm: 
colsample_bytree,0.997125935128269
learning_rate,0.008036012968961849
max_bin,384
max_depth,2
min_child_samples,80
min_child_weight,1000.0
min_split_gain,1.0
n_estimators,3000
num_leaves,25
reg_alpha,1000.0
reg_lambda,1000.0
scale_pos_weight,0.9269413248407202
subsample,0.9365679264918577
the best score for lightgbm: ,0.8165628684857685,2018-06-03_21-18
feature importance of lgb for tencent-crt,2018-06-03_21-18
user_app_launch_gap,395
user_app_launch_rate,393
user_video_num,255
user_activity_rate,177
user_page_num,164
user_activity_var,135
user_author_num,114
user_activity_day_rate,58
user_activity_gap,20
user_app_launch_register_max_time,7
user_activity_register_max_time,7
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_app_launch_var,0
user_app_launch_register_mean_time,0
user_activity_register_min_time,0
user_activity_register_mean_time,0
user_activity_frequency,0
user_action_type_num,0
register_type_rate,0
register_type_device,0
device_type_register,0
device_type_rate,0
feature importance of catboost for kuaishou-crt ,2018-06-03_22-33
best score,0.8143975248030114,best params
depth,7
iterations,400
leaf_estimation_method,Gradient
learning_rate,0.01
user_app_launch_rate,17.19869341702811
user_app_launch_gap,13.466601716099671
user_activity_day_rate,9.615868814978974
user_video_num,8.559516598513772
user_activity_rate,8.551054108573101
register_type_rate,4.079535687614347
user_activity_gap,3.8797952626452683
device_type_rate,3.784958434934678
user_activity_frequency,3.6233064965106316
user_author_num,3.5927888260230607
register_type_device,3.3249115887731913
user_activity_var,3.1994493694255453
user_page_num,2.8432305017823722
user_app_launch_register_max_time,2.7007655410964797
user_app_launch_var,2.4058030684191944
user_app_launch_register_mean_time,1.971955513531186
user_activity_register_max_time,1.7511286181322268
device_type_register,1.1545843070671935
user_activity_register_mean_time,1.010853579116732
user_video_create_frequency,0.6485247178641765
user_video_create_register_mean_time,0.38785724722390813
user_video_create_var,0.359147617297675
user_action_type_num,0.35367570799799153
user_video_create_register_max_time,0.34126341800520976
user_video_create_rate,0.33112530101510207
user_video_create_register_min_time,0.298484901210127
user_video_create_gap,0.22325321538110304
user_video_create_day,0.17097803505556686
user_activity_register_min_time,0.17088838868337958
feature importance of catboost for kuaishou-crt,2018-06-04_00-29
bagging_temperature,0.9052678734110279
border_count,186.0
depth,5.0
l2_leaf_reg,405.0
learning_rate,1.0338200433536195
n_estimators,900.0
rsm,0.9528823474409978
user_author_num,15.208017567203793
device_type_rate,12.187389450300676
user_app_launch_rate,7.6708425865311085
user_app_launch_gap,7.642497317041755
user_activity_frequency,7.202422337745682
user_activity_rate,6.551197773530676
user_video_num,6.098977382814618
user_activity_day_rate,5.543763992892308
user_activity_var,5.2594827843325
user_app_launch_var,4.790998688839799
user_activity_gap,3.384313444535413
register_type_rate,2.6377577977479794
register_type_device,2.6008096695014027
user_app_launch_register_max_time,2.2370277166776913
user_page_num,2.094743627691068
device_type_register,1.7305951374008761
user_action_type_num,1.3699686881565147
user_activity_register_mean_time,1.230484608583545
user_activity_register_max_time,1.1610676062639071
user_video_create_frequency,0.7815679591182054
user_video_create_register_mean_time,0.5715368733347985
user_video_create_rate,0.544490184305251
user_app_launch_register_mean_time,0.34673360509234114
user_video_create_day,0.32188724880940406
user_activity_register_min_time,0.3101126869576135
user_video_create_var,0.1515185429729949
user_video_create_register_min_time,0.14205294868604043
user_video_create_register_max_time,0.1183093806062873
user_video_create_gap,0.10943239232575344
feature importance of lgb for tencent-crt ,2018-06-04_10-41
best score,0.7884096315533738,best params
boosting_type,dart
n_estimators,1600
num_leaves,4
user_app_launch_rate,621
user_activity_rate,520
user_author_num,487
user_activity_var,415
user_video_num,393
user_activity_day_rate,223
user_app_launch_var,216
user_activity_frequency,24
user_app_launch_register_mean_time,1
user_app_launch_register_max_time,1
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_page_num,0
user_app_launch_gap,0
user_activity_register_min_time,0
user_activity_register_mean_time,0
user_activity_register_max_time,0
user_activity_gap,0
user_action_type_num,0
register_type_rate,0
register_type_device,0
device_type_register,0
device_type_rate,0
the best params for lightgbm: 
colsample_bytree,1.0
learning_rate,1.0
max_bin,100
max_depth,2
min_child_samples,32
min_child_weight,1000.0
min_split_gain,1e-06
n_estimators,2000
num_leaves,2
reg_alpha,1000.0
reg_lambda,0.001
scale_pos_weight,1.0
subsample,0.8
the best score for lightgbm: ,0.7949082450333752,2018-06-04_11-01
feature importance of lgb for tencent-crt,2018-06-04_11-01
user_app_launch_rate,347
user_activity_rate,302
user_activity_var,255
user_activity_day_rate,93
user_video_num,89
user_author_num,85
user_app_launch_var,47
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_page_num,0
user_app_launch_register_mean_time,0
user_app_launch_register_max_time,0
user_app_launch_gap,0
user_activity_register_min_time,0
user_activity_register_mean_time,0
user_activity_register_max_time,0
user_activity_gap,0
user_activity_frequency,0
user_action_type_num,0
register_type_rate,0
register_type_device,0
device_type_register,0
device_type_rate,0
feature importance of lgb for tencent-crt ,2018-06-04_13-36
best score,0.6780286779778577,best params
boosting_type,gbdt
n_estimators,400
num_leaves,4
register_day_rate,365
user_app_launch_rate,202
register_type_rate,171
register_type_device,124
user_app_launch_mean_time,58
user_activity_day_rate,58
user_activity_rate,56
user_video_num,54
user_app_launch_var,40
user_author_num,28
device_type_rate,14
user_page_num,12
user_app_launch_gap,12
user_activity_frequency,3
device_type_register,2
user_activity_gap,1
user_video_create_var,0
user_video_create_rate,0
user_video_create_mean_time,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_activity_var,0
user_activity_mean_time,0
user_action_type_num,0
the best params for lightgbm: 
colsample_bytree,0.8203032848219708
learning_rate,0.0015932123703963988
max_bin,202
max_depth,4
min_child_samples,79
min_child_weight,0.03283567110382144
min_split_gain,0.027270824532391907
n_estimators,895
num_leaves,68
reg_alpha,932.1664146592635
reg_lambda,270.3785821206515
scale_pos_weight,0.9840415247181837
subsample,0.8573636952344241
the best score for lightgbm: ,0.7166083732483314,2018-06-04_14-01
feature importance of lgb for tencent-crt,2018-06-04_14-01
register_day_rate,788
user_app_launch_rate,782
user_activity_day_rate,729
user_app_launch_gap,659
user_activity_rate,642
user_video_num,470
user_author_num,441
user_activity_gap,404
register_type_rate,313
user_page_num,208
user_app_launch_mean_time,105
user_video_create_frequency,84
user_activity_var,83
register_type_device,52
user_app_launch_var,44
device_type_rate,17
user_activity_mean_time,16
user_activity_frequency,5
user_action_type_num,3
device_type_register,1
user_video_create_var,0
user_video_create_rate,0
user_video_create_mean_time,0
user_video_create_gap,0
user_video_create_day,0
feature importance of lgb for tencent-crt ,2018-06-04_14-03
best score,0.7824542851141717,best params
boosting_type,dart
n_estimators,1600
num_leaves,4
user_app_launch_rate,605
user_activity_day_rate,601
user_author_num,507
user_activity_rate,451
user_video_num,445
user_app_launch_mean_time,164
user_activity_var,88
user_app_launch_var,57
user_activity_frequency,50
user_video_create_var,0
user_video_create_rate,0
user_video_create_mean_time,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_page_num,0
user_app_launch_gap,0
user_activity_mean_time,0
user_activity_gap,0
user_action_type_num,0
register_type_rate,0
register_type_device,0
register_day_rate,0
device_type_register,0
